Num,Question,RelatedTags,Answer
519,And your thoughts on his [Looker’s] team?,"['Looker', 'Toxicroak']","I have to really come up with anything beyond his Toxicroak, but I like what y’all are coming up with."
520,What happens in the event of a tie in the Indigo Conference? Who gets to move on? Is it which mon falls down last or some other criteria?,"['Indigo Conference', 'Pokemon Battle']",Pretty much the last one to fall. A rematch would only really be possible for the Finals - dealing with a tie would be a nightmare logistically.
521,"On the strength of Mewtwo, Mew and Lugia.","['Ho-Oh', 'Legendary Beasts', 'Ghost of Lavender', 'Legendary Birds', 'Lugia', 'Mew', 'Mewtwo', 'Unown', 'Legendary Pokemon']","Mewtwo, Mew, and Lugia are roughly even matched in the current day, but before Lugia sundered the Birds it was roughly nine times as powerful, as was Ho-Oh before jt uplifted the Beasts. Unown are roughly the same power level as well, though can be even more dangerous under certain masters. The Ghost is definitely much, much weaker than any of the above."
522,What makes one Concept more or less powerful than another?,"['Concept', 'Kyogre', 'Lugia', 'Tao Trio', 'Legendary Pokemon']","A big part of the Concepts and how they manifest is related to their effect on the physical world, although there are exceptions!

Look at Kyogre and Lugia. Kyogre is Sea/Ocean. Lugia is the Guardian of the Sea, but also represents aspects such as hurricanes, ocean storms, and also the effect of the moon on the planet in Traveler.

Lugia has incredible physical and psychic power, but overall it’s nothing compared the simple enormity and physical power of the ocean itself.

That’s one way to look at it. There also Concepts that can be incredibly powerful, but don’t tend to act physically. The Tao Trio, for example. Massive Concepts, but they tend to act through intermediaries or empower others rather than acting directly themselves, which limits them."
523,On the size of the regions.,"['Johto', 'Kanto', 'Location', 'Region', 'World Map', 'Meta']","Also, as for the regions, I tend to view them the size of large American states, but there’s some variety. Kanto is roughly 500-700 miles wide, haven’t settled on something 100%. I try to stay away from hard numbers and generally just give estimations.

And I imagine Johto as having much more territory than Kanto, but it’s far more rugged and wild, especially in the north. [see question 213]"
524,Is Ho oh guardian of the sky?,"['Concept', 'Ho-Oh', 'Legendary Pokemon']","Ho-Oh is the Guardian of the Sky, but it’s been more implied in Traveler than outright stated."
525,"So even though Rayquaza is tied to the sky, he's not necessarily its guardian?","['Concept', 'Rayquaza', 'Legendary Pokemon']","Yep, not to go into too much detail but Rayquaza is Sky. The Guardians tend to be a bit more...human. They’re the glorified janitors that help maintain the balance of the full Concept."
526,Who'd win in an arm wrestling competition? Infernus or Bruiser?,"['Bruiser', 'Infernus']","I think Bruiser is strong enough to beat Infernus if they were hypothetically able to arm wrestle. Would be a race against time before his arm burned off, but it would only take two seconds for him to win."
527,On Suicune’s influence on humans.,"['Legendary Beasts', 'Legendary Pokemon', 'Suicune']","Yep Suicune is kind of poisonous for anyone with ambition. Peace and serenity is good in small doses, but if you’re engulfed in it you turn flat and still, like a calm pond. No change, no impetus to grow or adapt."
528,Do we refer to the beasts by gender or 'It'?,"['Entei', 'Legendary Beasts', 'Legendary Pokemon', 'Raikou', 'Suicune']","Yep, currently ‘it’. Like [redacted] said, they’ve risen above that. They’re more Legendary than mortal at this point.

Currently I have Entei and Suicune as male and Raikou as female if I remember right."
529,Does the calming effect [produced by Suicune] affect Raikou and Entei?,"['Entei', 'Legendary Beasts', 'Legendary Birds', 'Legendary Pokemon', 'Pokemon Behaviour', 'Raikou', 'Suicune']","Yes, it does! The Beasts balance each other as the Birds do.

And yep, Entei and Raikou inspire certain emotions as well. Similar to the Birds but subtly different.

Raikou inspires feelings of creativity, revolution, a desire for change. The spark to set great things in motion, or the impetus to make even a small change in your own life.

Entei is perhaps the most similar to its corresponding Bird. It is power, fortitude, the resolve to carry out this inspiration and not let it go to waste. The courage to embrace something new and burn down the old.

Suicune was definitely the best one to meet Ash at this point. There’s a reason the others didn’t tag along."
530,Why no Entei? Wouldn’t that just increase Ash’s love for battle? And his fortitude? [see question 529],"['Ash', 'Entei', 'Greenfield', 'Legendary Beasts', 'Legendary Pokemon', 'Pokemon Behaviour', 'Raikou', 'Steven', 'Suicune', 'Team Rocket']",Entei wouldn’t be the worst for Ash - I think that would be Raikou - but it’s more that Ash was already stretched to his limits. In the span of less than a week he went from training with Steven to the Rocket raid to Greenfield. I don’t think he could take any more change. He desperately needed a break and a vacation.
531,Does Infernus know Solar Beam?,"['Infernus', 'Solar Beam', 'Pokemon Moves']","Just got back. Can confirm Infernus does know Solar Beam, although at this point it doesn’t mean much for him."
532,On how much the general population know about the Legendary Pokemon.,['Legendary Pokemon'],Yep so much of what humans know now is mostly hearsay or extrapolation.
533,On whether Oz can learn Teleport.,"['Oz', 'Teleport', 'Pokemon Moves']","Yep, Oz can learn it. I probably will end up giving it to her just in case, although she has some other alternatives for mobility that’ll save some stamina. [see question 40] [see question 41]"
534,"What were the reasonings for some of the team choices? Torrent, Seeker and Tangrowth in particular I suppose.","['Crobat', 'Kingdra', 'Meta', 'Seeker', 'Tangela', 'Tangrowth', 'Torrent', 'Zubat']","Sounds good! Tangela just really interested me in terms of physiology, plus it had kind of a bad reputation back in the day. I was playing Pokémon Stadium and really liked Tangela’s animations and that got me on the path to using him lol.

Similar reason for Seeker. I’d never seen a Zubat used in a story before, and was interested to try it. Plus I love Zubat’s design and Crobat are awesome.

Torrent...well, I’ve always had a soft spot for Kingdra. Just thought they were really cool! Plus it was an interesting balance between dragon and water."
535,Who actually is Ash's cornerstone?,"['Ash', 'Infernus', 'Master Trainer', 'Tangrowth', 'Torrent']","Currently, I’d say Infernus. His evolution kinda skyrocketed him because of his body heat, though Torrent and Tangrowth aren’t long behind. [see question 420]

Infernus is a monster but he’s facing monsters of his own now. Especially when he’s taking on Master-level trainers who are actively preparing for Ash - nobody wants to be the first Master to lose to him."
536,How common is it for carry limits to be removed from non League trainers?,"['League', 'Pokemon Trainer']","Not especially common. The average trainer really struggles to maintain even a full team of six - the limit is there to keep people from biting off more than they can chew.

It’s not just the financial aspect either. It’s difficult to juggle so many different species with different needs, keeping team dynamics healthy, and balance radically different personalities and ambitions. That said, most skilled or experienced trainers will have at least some extra slots added once they pass licensing exams from the League or are trusted by the League."
537,On Lance’s willingness to tease Ash about a crush.,"['Ash', 'Glacia', 'Lance']","Lance is someone I feel would poke fun occasionally at Ash’s crush, but would also do it very sparingly. He doesn’t want to make Ash too self-conscious or embarrassed about it - having a little crush is pretty much  the only normal thing about Ash, and Lance is terrified to threaten that (plus wants Ash to still feel comfortable opening up to him). There’s a reason that as soon as Lance brought it up he also mentioned his own crush on Glacia when he was younger."
538,On the relationship between Giovanni and Surge.,"['Giovanni', 'Surge']","Yep. Mutual respect - even genuine on Giovanni’s part. I think he’d have liked to have Surge as an Admin.

It probably killed Giovanni to be surrounded by all these competent people and know he’ll never have a chance to recruit them."
539,Do Gym Leaders only use a certain type in gym battles? and aren't allowed to use others?,['Gym Leader'],"Nope, they have a focus on a certain type but they can basically use whatever they want! [see question 211]"
540,On what Professor Oak and Agatha were doing during their journeys.,"['Alakazam', 'Agatha', 'Professor Oak']","Yep, he was doing independent research and keeping up with his studies, much to Alakazam’s joy."
541,On Elf’s plan for the future.,"['Ash', 'Hoenn', 'Meta', 'Sinnoh']","I plan on Ash visiting every region, but most will be very brief. 1 or 2 chapters at most. We‘ll see the story continue in the vein it’s going currently through Hoenn, Sinnoh, and probably 10-15 chapters afterward at my current estimation."
542,Will we see all the legends? [see question 541],"['Ash', 'Meta', 'Legendary Pokemon']","Probably not, honestly. Ash will encounter a lot of them but at a certain point he’s going to be much more prepared and able to avert most disasters before they can occur.

Just through pure experience and figuring what to not mess with."
543,"Would you judge your version of legendaries to be similar to Fractals? All of them have an associated infinity, and they are definitely infinite. However they occupy a finite space. A 3D fractal has an infinite area, but the volume is still finite. The difference in the powers of legends to me just indicates a different iteration method, or a different starting volume. After all, Mew and Mewtwo both occupy a similar infinity, but Mewtwo has the benefit of a larger volume. Both have an infinite area, but one is indeed larger than the other. I suppose this makes the volume, whatever the concept itself is, such as the amount of water on the planet for Kyogre. Though if that is the case, Dialga and Palkia may have an infinite volume as the universe may be infinitely big, making them a 4D fractal in this analogy. It falls apart a little, but would you say this encompasses any of your views for legends in Traveler?","['Dialga', 'Kyogre', 'Legendary Pokemon', 'Meta', 'Mew', 'Mewtwo', 'Palkia']","I’d say yes. To be honest, some of that goes above my head but I get the gist of it!

Basically, the way I’ve been thinking about it is also in term of infinities, although it’s a more general surface concept for me than one based in math. Similar idea though, in which all Legendaries are infinite but some infinities are bigger than others, or in that some of these Legends are able to output/access more of the infinity at once if that makes sense."
544,How long ago did Sabrina conquer Saffron?,"['League', 'Sabrina', 'Saffron City']","Yep, I’d say like 10 year or so ago. One of those situations where the League was like “This isn’t traditional, but if we can get an awesome psychic on our side then okay”."
545,On how Giovanni’s deposition affected the amount of Trainers getting the Earth Badge.,"['Earth Badge', 'Giovanni', 'Gym Badges', 'Gym Leader', 'Pokemon Trainer']","See, and the funny thing is that so few people got the Earth Badge from fighting Giovanni that not having a Gym Leader there barely affects anyone."
546,How long have the Conferences(Particularly Indigo/Silver) been around for? Has the prospect of getting the chance to challenge the Elite Four if you win always been around?,"['Champion', 'Conference', 'Elite Four', 'Gym Leader', 'Indigo', 'Kanto', 'League', 'Lords of Kanto', 'Secession of 827', 'Taimu']","Indigo and Silver Conferences have been around for a few hundred years, evolving out of regional championships designed to hunt out the strongest fighters. There have been several different methods of choosing Champions, and eventually it was decided to essentially be a tournament based on qualified individuals - back then, the people who would have been involved were generally powerful nobles or clansmen (aka people who could afford to support several pokemon). The current system evolved from that set up.

Yes, generally the Conference was used to hunt out worthy challengers and the winner would be given a chance to reach the highest echelons of the League if they were strong enough.

The Conference and badge system is designed to have trainers follow in Taimu’s paths - it would have been shown in Champion how he unified Kanto by gaining the approval and respect of the Lords.

Something I didn’t get to go into as much detail as I’d like in Chapter 54 with the Secession of 827 is that it was how the Gym Leader system arose - it was the end of the Lords, many of whom were adapted into Leaders afterward as the nobility system was shattered by the Champion of the time."
547,On the difference between a Lord and a Gym Leader. [see question 546],"['Gym Leader', 'Kanto', 'Lords of Kanto']","Yep, kind of a consolation prize with the stipulation that it (usually) wouldn’t pass on to their descendants."
548,Was Cinnabar always part of the Indigo League since Taimu?,"['Altomare', 'Cinnabar Island', 'Hoenn', 'Kanto', 'Taimu']","Yep, Cinnabar swore allegiance to Taimu. Acted as a very important port and one of Kanto’s links to Altomare (and thus Hoenn)."
549,How strong was Taimu’s team when he was alive? How would he compare to current champion / e4?,"['Blackthorn City', 'Chinatsu', 'Dragonite', 'Drake', 'Elite Four', 'Gym Leader', 'Mamoru', 'Moltres', 'Pokemon Battle', 'Shinobu', 'Taimu', 'Technology', 'TM']","Taimu was a monster for his time. Mamoru was always a giant with immense physical strength and durability. Chinatsu was nowhere near as powerful, but she was still vicious, brilliant, and blessed by Fire. Shinobu was a force to be reckoned with, a physical powerhouse with a ton of speed. They were essentially unmatched in their era.

Right now, they would be counted as low Gym Leader-level.

Between TMs, techniques, nutrition, medicine, training resources, and pokeballs, trainers now are exponentially more powerful than they were in the past. In Taimu’s day it was rare for a trainer to have more than one or two Pokémon - Taimu was one of the few who could hope to control three strong-willed Pokémon. Plus, like [redacted] said, you had to be much more cautious. A battle between equals could easily end with both dead. Modern medicine makes the extreme battle’s we see in Traveler much more sustainable.

It actually was just the Drake of Blackthorn and his Dragonite against Taimu - flight and maneuverability are a massive advantage, and I think it shows how monstrous the Drake was in battle. Absolute top-tier."
550,Incidentally the only other battle Taimu fought against someone capable of being called an equal would probably be the Ryuujin? [see question 549],"['Cerulean City', 'Champion', 'Magikarp', 'Pokemon Battle', 'Ryuujin', 'Taimu']","Yep, the Ryuujin was the Cerulean Champion and son of the Cerulean Lord.

The Ryuujin was very limited in where he could go. He could cover enough ground that most of the territory was protected, however, and was essentially unbeatable in water.

Quite a rise for a young boy who made friends with a Magikarp."
551,Isn’t there a river near Cerulean? Nugget Bridge and the Cerulean caves and all?,"['Cerulean City', 'Nugget Bridge']","Yep, there’s tons of waterways throughout Cerulean’s territory. In the games there’s the river by Nugget Bridge that opens into the sea."
552,On how Lance would fare in Taimu’s place.,"['Lance', 'Taimu']","I think Lance would be phenomenal against human and Pokémon enemies, it’s just the unbeatable odds he’s facing now that are really grinding him down. He feels hopeless."
553,On what is keeping Lance down.,"['Champion', 'Lance']","Yeah, there’s definitely a good degree of guilt there! Poor Lance, just trying to be a good guy but decided to be Champion at the worst possible time."
554,If Mewtwo didn’t do anything would the Legends have awakened in the distant future?,"['Legendary Pokemon', 'Mewtwo']","Yep, the Legends would have awoken over the course of decades or centuries anyways!"
555,Who made the Chosen One prophecy?,"['Chosen One Prophecy', 'Legendary Birds']","And [redacted] is correct - the prophecy was created by a thousand psychics who unmade themselves in order to create a constant in the universe: a Chosen One, with at least the potential to prevent the Birds from causing too much destruction."
556,What was the kill count of the birds?,['Legendary Birds'],"I mean, over their lifetime they’ve wiped out millions of living things each, easily. That’s an incredibly tiny estimation. They’re old. Pokémon are hardy enough to run or survive brief exposures, but even the Fractured Birds are enough to obliterate everything for miles upon miles around even when holding back.

They roamed wherever they wanted, whenever they wanted, leaving scars of charred earth, glass, and frostbite behind them. When humans built cities and kingdoms in the old days, they would last for perhaps a century or two before a Bird’s path crossed theirs and sent them right back to the Stone Age. Humanity reached the Bronze Age equivalent dozens of times across the world, and it would always be sent crashing down.
Really is impossible to say - back in the day they were all so deadly and careless that they had similar kill counts."
557,Post sealing kill count would be Zapdos? [see question 556],"['Legendary Birds', 'Zapdos']",Probably since it’s more active.
558,Would the Beasts be the Youngest Legends excusing Mewtwo?,"['Age', 'Legendary Beasts', 'Legendary Pokemon', 'Mewtwo']",Yep!
559,How did the psychics do that? To create a constant in the unpredictable universe with conceptual creatures such as the legends? [see question 555],"['Chosen One Prophecy', 'Legendary Birds']","One way to think of it is to consider the Fragmentation of the Birds in the first place - an unnatural act, but one that could be accomplished with a sufficient amount of power sacrificed.

Psychics are uniquely sensitive and in turn with the universe, including Time and Space. A Legendary could create a prophecy/constant as well, but few would ever care to. It’s a permanent loss. The psychics who unmade themselves gave everything they had to almost bring a new Concept to life, in a way: the Prophecy."
560,On why Ash is so strong.,['Ash'],"Ash is also in a unique situation where the whole team is obsessively loyal to him haha. Makes it a little easier to maintain a cohesive unit, even if cracks and rivalries are still there due to the friction between different personalities."
561,Do you think Infernus would get along with any other fire type ash caught?,"['Ash', 'Fire type', 'Infernus']",As long as the fire type could keep up haha. He’d probably get possessive though.
562,"If Mewtwo was correct in his delusions, and killed Xernias, would that kill himself too?","['Mewtwo', 'Xerneas', 'Legendary Pokemon']","I would say no, but I can’t explain why just yet."
563,Where is Metagross' mega stone located? Is it in it's canon placement (it's front right leg) or is it somewhere else?,"['Mega Evolution', 'Metagross', 'Steven']",That’s what I’d say [Steven gives it to him when Metagross needs it]. Too risky leaving it plain to see - although I can also imagine Metagross having the Mega Stone implanted within it.
564,On entertainment in Traveler-verse.,['Meta'],"Oh yeah of course. Tons of books, shows, movies, and games. Gaming in general is probably a little less developed than in our world despite more advanced technology, but not too far behind. Just less diversity I think.

Sports are still a thing, or at least athletics like swimming, running, etc. lots of Pokémon partnered sports and activities that give humans and Pokémon a shared ability to achieve.

Can totally imagine lots of strategy games. Probably something similar to the Pokémon games of our world :smile:I have some plans for that later down the line to show in a Recollections or drabble.

But yeah, not everyone’s going to like battling or contests. There’s countless forms of entertainment just like in our world."
565,Would there also be games about the Great War? COD type games?,"['Last War', 'Meta']","Sort of, although it would be a lot more complex than COD. Probably just adapt certain Pokémon species into ‘classes’ that can be used. Probably wouldn’t focus as much on the human side of it, or have humans on the field as targets for teams to wipe out in the rounds."
566,"We know that 1000 psychic’s gave up their life/bodies to create the great prophecy, but what exactly did it do? Did it ensure Ash would make it till shalmunti, or did it just allow him to be born, and if the second, what would have happened if he died earlier in his journey? Would the prophecy make sure a chosen one was always available to save the world, or was it all resting on Ash living, or was Ash’s luck influenced by the prophecy? And if that, did it ensure he was strong enough to have a chance at completion by having him get as strong as he did, or was that just circumstance?","['Ash', 'Chosen One Prophecy', 'Shamouti']","So basically, the psychics has no effect on Ash’s journey overall. What they did when they unmade themselves was create the Concept of the Prophecy/Chosen One.

Think of the Chosen One as a role or slot to fill - what the psychics did was ensure that someone with the potential to fulfill it would be present. There are a few different people or Pokémon at this point in time who could’ve accomplished it, or at least had the potential to. The prophecy didn’t guarantee success, it just stacked the odds a bit!"
567,Who else is in that list? [see question 566],"['Cynthia', 'Lance', 'Legendary Beasts', 'Chosen One Prophecy', 'Shamouti']","A bit too into spoiler territory, but I’ll offer a few:

Lance had the potential, but ironically his connection to Moltres ruined him.

Cynthia would have been a good option.

The Beasts could have been dispatched to do the job.

There’s a few Legendary Champions we haven’t met that could have been involved, and overall probably ~100-200 entities worldwide that could do it, but weren’t in the position to do so."
568,Are the cornerstones of Masters considered base Champion level?,"['Champion', 'Master Trainer']","On average, I’d say yes! It’s not an absolute rule though."
569,On how painful evolutions are.,"['Evolution', 'Nidoking', 'Nidoran', 'Nidorino']","I will say most evolutions aren’t that painful. Uncomfortable and mildly painful more than anything, except when major changes occur. Nidoran to Nidorino wasn’t especially painful, but it was a lot worse going from Nidorino to Nidoking because of how much his body changed if that makes sense."
570,If Alakazam can make psychic swords can it project other weapon shapes?,"['Alakazam', 'Psyblade', 'Psychic type']","Yeah, psychic energy can be shaped however the psychic chooses. It does take extra effort for actual shapes - in most cases it’s most effective to shoot a beam or just grip with psychic power.

Alakazam’s Psyblade was more of just forming a cutting edge, which is really useful against soft opponents."
571,Is she [Oz] 6ft like Infernus?,"['Electivire', 'Evolution', 'Infernus', 'Oz', 'Pokemon Biology']","I’d say she’s a few inches over six feet. Electivire always struck me as having a ton of physical bulk. She’d be larger if she’d waited a bit longer, but she’ll grow into it."
572,"How did humans survive in Travelers' early world, given how delicate they are compared to pokemon?","['Aura', 'Pokemon Behaviour', 'Psychic type', 'Wild Pokemon']","In the earliest days, it was often a result of partnering with local wild Pokémon, facilitated by psychic abilities and Aura users. Certain psychics were curious about humanity and taught gifted humans how to access their psychic powers, offering them a valuable tool for communicating with Pokémon and defending themselves."
573,If A water type pokemon gets Moltres’ feather then will it go through some sort of mutation?,"['Moltres', 'Feather', 'Pokemon Biology', 'Water type']","I think the water type would really struggle with Moltres’ Feather, perhaps even being entirely incompatible and causing it to damage the Pokémon."
574,Would you reckon it depends on the Pokemon itself or is it a general thing? [see question 573],"['Moltres', 'Feather', 'Pokemon Biology', 'Water type', 'Gyarados']",Majorly on the Pokémon itself - I think some water-types would have the right temperament and force of will to adapt to it instead of being slowly destroyed. Gyarados would probably do quite well with the Feather.
575,Is this statement [an Alakazam being able to lift several hundred pounds] still accurate with regards to power levels?,"['Alakazam', 'Psychic type']","Ah, yes that’s still accurate then. Several hundred pounds isn’t that much for an Alakazam, but it does take some focus and effort."
576,So no regular animals?,"['Meta', 'Pokemon Biology', 'Wild Pokemon']","Yeah, normal animals never evolved to a point where we’d recognize them as fish, reptiles, mammals, etc. Bacteria and very basic organisms evolved, but were constantly disrupted. Pokémon and humans are the only complex life to really exist.

People still eat meat. The League took the bodies of dead Pokémon and basically used them as templates many decades ago as the base for the vast synthetic meat plants that feed the human world (and plenty of wild Pokémon in core regions).

This had a major positive effect on the League’s relationship with the wild Pokémon populations and made the world we see in Traveler possible."
577,How much does the average high level trainer/coordinator make? What about the Wandering masters? And how does this money compare to other jobs?,"['ACE Trainer', 'Coordinator', 'League', 'Master Trainer', 'Nomad', 'Pokemon Trainer']","The average high level trainer is pretty easily making 100-200k - the best can hit up into the millions through sponsorship deals, but most get snatched up by the League before that point. They’re a valuable commodity, and that’s if they aren’t popular competition battlers racking up show fees and contracts. High level ACE make a similar amount, probably hitting a ceiling of 300k. The League loves to keep its trainers happy, though, and is meritocratic enough to institute performance based bonuses.

Top Coordinators probably make a ton as well. Very easy to turn that into sponsorships and shows since coordinating is so personality based. There’s a lot of celebrity in it.

Wandering Masters basically make as much as they want to. If they do deign to take the occasional job to let them resupply then they can basically charge whatever they want. They see little interest in wealth, for the most part, and most will just work long enough to get what they need."
578,"If the trainer has joined the League, does he still have the option to commit to sponsorship deals side by side?","['ACE Trainer', 'League', 'Ranger']","And it depends - ACE or Rangers? Probably not. Somebody who is more of just on retainer would be fine though.

Basically as long as it doesn’t have an effect on security - although psychics would sniff that out quickly."
579,How high would the tax brackets gotta be for such high incomes?,"['Crime', 'League']","Not too high. I figure the League largely taxes industry and makes their money off skimming from trainer bets, tournaments, entertainment, etc. Plus whatever they seize from criminal organizations. Not something I’ve fleshed out too much lol."
580,"The God-King existed some time before Taimu, right?","['God-King', 'Hiro', 'Taimu', 'Wataru Clan']",Yep! Just as a rough breakdown there’s about five centuries between Hiro beginning the Wataru legacy and Taimu. The God-King’s legacy occurred an undisclosed amount of time beforehand.
581,On Sinnoh after the God-King’s era.,"['God-King', 'Mt. Coronet', 'Sinnoh']","The west [side of Sinnoh] was a bit more peaceful than the east. It had Mt. Coronet separating it from most of the warlike powers, and they primarily were either drawn into war through alliances or minor border squabbles and raids on their neighbors."
582,On Lugia and Ho-Oh’s current strength. [see question 521],"['Concept', 'Ho-Oh', 'Legendary Beasts', 'Legendary Birds', 'Legendary Pokemon', 'Lugia']","Just caught up! Wanted to clarify that Lugia and Ho-Oh are both on an equal of level of power at this point. A major reason for Ho-Oh guiding the Beasts through apotheosis instead of just resurrecting them was to restore the balance between it and Lugia.

To understand why these different actions cost the same power, you have to break them down.

Lugia split the Birds into three. Unnatural and against their nature, and so long as they’re split it will always be diminished as well. It’s an act of destruction.

Ho-Oh forged three mortal Pokémon into Concepts in their own right. It’s an act of creation. Like the Birds being split, the apotheosis was going against the mortal nature of the original Beasts.

In general, creation requires more than destruction. Both unnatural acts in this case, but it took more effort to uplift the Beasts from mortal to sort-of-Legends than it did to split the Birds."
583,"Lugia split the birds so long ago, why would restoring the balance be such a major reason now? [see question 582]","['Legendary Pokemon', 'Lugia', 'Ho-Oh']","Yeah, have to think of the timescales involved - for timeless entities, a few thousand years is just the blink of an eye. It was something to be corrected, certainly, and ate at them both as long as it wasn’t, but from their perspective Ho-Oh got right on it."
584,What's the lore on mystery dungeons in Traveler?,['Meta'],I have no current plans for mystery dungeons haha.
585,On how Cynthia directs her Pokemon during battle.,"['Ash', 'Cynthia', 'Pokemon Battle']","I will say that Cynthia doesn’t exactly let her team fight with no direction. She’s like Ash in that she drills them to where they can easily make their own decisions, but also uses whistles and other unseen signals to help direct them!"
586,Does Vaporeon have the ability to liquefy itself within Traveler?,"['Chinatsu', 'Pokemon Biology', 'Vaporeon']","I don’t have Vaporeon as able to physically turn into water. Not most of them, anyways. You could see an extremely skilled or pseudo-Legendary Vaporeon pulling that off (similar to Chinatsu with her flames) but most Vaporeon are basically just so good at camouflaging that they’re basically indistinguishable from it while submerged."
587,On whether Acid Armor liquifies Vaporeon and Grimer/Muk though.,"['Acid Armor', 'Grimer', 'Muk', 'Pokemon Biology', 'Vaporeon', 'Pokemon Moves']",My POV is that Muk and Grimer are basically liquid already. Vaporeon is too...solid for me to imagine it completely decondensing. Too much structure.
588,What's the difference between the Pokémon used in such armies from Guardians?,"['Champion', 'Guardian', 'Mamoru', 'Pewter City', 'Pokemon Battle', 'Pokemon Behaviour', 'Ryuujin']","In general, I don’t have an over abundance of Pokémon in ancient warfare. The average soldier wouldn’t have the support of a Pokémon, or perhaps one set to cover for a small group. Just a handful with partners, since especially at that point it was both incredibly difficult to support large Pokémon and most Pokémon wouldn’t have been trained for combat like they are now. You still see partner Pokémon all over the place, just not as many specialized for combat since it was so much more dangerous without modern medicine. Pokémon are ridiculously hardy and tough, but fighting an equal is a good way to come away with a permanent injury. Like animals, they primarily postured against one another. Pokémon partners to average soldiers were mostly just there to provide logistical support more than anything.

Humans and Pokémon that desired to fight together became Guardians. They specialized in combat. The backbone of an army will always be the footsoldiers when it comes to occupying enemy territory and actually claiming new land and holding positions, but the Guardians were the spearhead - force amplifiers that could penetrate enemy lines and open up holes for the army to punch through. Just imagine young Mamoru against a bunch of humans armed with spears and bows (or perhaps a weak psychic). He’d be completely unstoppable even without his stone manipulation.

I imagine each territory to easily maintain hundreds of Guardians (by different names in each territory), with the largest cities pushing over a thousand. With each having one or two Pokémon partners, they could theoretically field thousands of well trained Pokémon in a battle, but that would be a bit of a waste - for the most part, with the exceptions of certain Guardians like the Ryuujin or the Pewter Champion - they’re more valuable harassing enemies and chipping away at their strength than just throwing down in pitched battle."
589,"Pewter Champion had an Onix [during Taimu’s time], I take it? [see question 588]","['Champion', 'Onix', 'Pewter City', 'Taimu', 'Technology', 'TM']","Yep, a fairly young Onix but in a time before TMs where raw physical power was much more dangerous."
590,"Did the Rota fight happen like in the anime, then, or was it much bigger on the human to Pokémon ratio? [see question 588]","['Rota', 'Pokemon Battle']","Yeah, the Rota fight was pretty similar but the human:Pokémon ratio was definitely increased!"
591,On how big the Taimu vs. Drake was considered at the time.,"['Drake', 'Elite Four', 'Rota', 'Taimu']","Yep, the scale of Taimu vs. the Drake’s armies would’ve been like at Rota. Just a massive collection of power...and one that the current Elite Four would steamroll."
592,What would pre-Wataru Blackthorn have been like?,"['Blackthorn City', 'Dragonite', 'Hiro', 'Wataru Clan']","Blackthorn before the Wataru was kind of a terrible backwater. Extorted resources from isolated village like Hiro’s to stay alive in the harsher times of the year. It was only through the combination of harsh, rocky terrain making it difficult to attack and the unparalleled speed and firepower of Dragonite in those days that Blackwater was converted into a superpower."
593,Did Mew know of Mewtwo's creation as soon as it happened?,"['Legendary Pokemon', 'Mew', 'Mewtwo']",Yep. It’s sensitive enough to have immediately picked up on something so similar to it.
594,Is there any particular reason it [Mew] didn't interfere [with Mewtwo's creation]? [see question 593],"['Legendary Pokemon', 'Mew']","A big part of it is boredom, as well as Mew thinking in the long-term."
595,Were other Legends woken by Mewtwo being born? Or by his exercise of his power?,"['Groudon', 'Kyogre', 'Legendary Pokemon', 'Mewtwo', 'Weather Trio', 'Zapdos']","Yep, basically as soon as Mewtwo started throwing his weight around he started triggering the Awakening. Kind of like some kid just set off a firecracker outside a retirement home.

He’s responsible for the Birds becoming more active and moving more frequently, the Storm when he grounded Zapdos after their battle, and stirring Land and Sea along with many others who would have slept for decades, centuries, or even millennia longer without Mewtwo’s presence."
596,Does that include Heatran by any chance? [see question 595],"['Heatran', 'Legendary Pokemon']","Yep, Heatran is stirring as well! It’s been a little more active than most, but it’s rumbling a bit now."
597,On Haukea’s relationship with Articuno.,"['Articuno', 'Champion', 'Haukea', 'Legendary Birds', 'Tani', 'Zapdos']",Ironically Articuno has a (relatively) warm relationship with Haukea - probably the closest of any Bird and their Champion...definitely closer than Tani and Zapdos at any rate.
598,"Both [Dark types and Ghost types] of them get their powers from distortion, but why is there a difference in how they work?","['Dark type', 'Distortion', 'Ghost type']","Yep, Dark-types and ghosts both use Distortion, just in different ways."
599,"It's often mentioned in the story that Pokémon, although willing to hurt and scare away humans, won't intentionally kill them (barring exceptions).","['Indigo', 'League', 'Pokemon Behaviour', 'Technology', 'Wild Pokemon']","Yep, the world was a pretty hostile place before the rise of the Indigo League (and even up until the last two centuries or so, really). There were certainly friendly Pokémon, but it was much less common before technology and training advanced and psychics became more commonplace.

It doesn’t hurt that wild Pokémon and humanity were both happy to unite to drive out Pokémon that just loved killing."
600,Were livestock a thing?,"['Pokemon Behaviour', 'Pokemon Berry', 'Wild Pokemon']","Livestock weren’t really a thing. You’d have groups of Pokémon that might live alongside people in a partnership, but you definitely wouldn’t find Pokémon being raised to slaughter - they wouldn’t put up with that for a second, and it’s only recently humans would even have a chance of pulling it off. You’d see large groups of hunters going after some Pokémon if desperate, but it was very rare, honestly. Most Pokémon on their own could slaughter a dozen humans, and the ones that couldn’t are probably going to be in groups.

They might trade with Pokémon for dead prey occasionally, but there are lots of berries they could eat that have evolved to be massive sources of protein that they could reliably cultivate as well for most of their dietary needs."
